25620516;7;4
25620570;17;14
25632403;11;8
25632411;18;3
25632433;16;4
25632440;20;11
25632454;5;3
475406853;7;4
747467615;8;3
1110698264;18;2
1684844785;7;2
1684844801;19;18
1788787056;7;6
2213493593;15;2
2245786974;9;6
2269685583;11;6
2308839857;14;0
2343359235;13;9
2365195098;15;5
2365622831;6;5
2365622840;10;9
2366098060;10;9
2375516005;14;3
2375516006;6;6
2749809979;20;15
2829209749;16;14
2893389981;6;5
2904248189;13;7
2904248190;5;0
2904549005;11;0
2912188490;19;4
2926953947;15;7
2939568421;19;18
2939688589;12;12
2939688599;13;8
2939690202;19;1
2940956814;13;0
3392939467;8;5
3392939491;16;7
3690626625;18;13
3690626628;8;0
3690635855;17;6
3696119699;7;4
3696295126;13;0
3696366137;11;10
3698158386;11;8
4356494323;15;0
4529953519;17;16
4685392188;7;3
4708512454;5;4
