77607870;913133238;913133253;
77607871;913133242;913133238;
77607871;913133238;913133215;
77607871;913133215;913133206;
77607871;913133206;913133253;
77607871;913133253;1163403931;
77607871;1163403931;913133258;
98835842;1143318660;1143316454;
98835842;1143316454;4477811718;
98835842;4477811718;1143317849;
98835842;1143317849;4477811717;
98835842;4477811717;1143317385;
98835842;1143317385;4477811716;
98835842;4477811716;4477811715;
98835842;4477811715;1143318495;
98835842;1143318495;4477811714;
98835842;4477811714;1143318219;
98835842;1143318219;4477811713;
98835842;4477811713;1143317864;
98835842;1143317864;1164520488;
98835842;1164520488;1143316151;
98835842;1143316151;4477811712;
98835842;4477811712;1143318510;
98835842;1143318510;1143317134;
98835842;1143317134;1143316606;
98835842;1143316606;4477811711;
98835842;4477811711;1143318009;
98835842;1143318009;1143317656;
98835842;1143317656;1143316819;
98835842;1143316819;3752239627;
98835842;3752239627;3752239628;
98835842;3752239628;3752239629;
98835842;3752239629;3752239630;
98835842;3752239630;3752239631;
98835842;3752239631;3752239632;
98835842;3752239632;3752239633;
98835842;3752239633;3752239634;
98835842;3752239634;3752239635;
98835842;3752239635;3752239636;
98835842;3752239636;3752239637;
98835842;3752239637;3752239638;
98835842;3752239638;3752239639;
98835842;3752239639;1143317073;
98836070;1691899582;2700448456;
98836070;2700448456;2637456697;
98836070;2637456697;1148143789;
98836070;1148143789;2637477056;
98836070;2637477056;4103936121;
98836070;4103936121;4103936122;
98836070;4103936122;1148143473;
98836070;1148143473;1148143239;
98836070;1148143239;1148143879;
98836070;1148143879;4103936125;
98836070;4103936125;4103936124;
98836070;4103936124;4103936123;
98836070;4103936123;1148143544;
98836070;1148143544;1148143303;
98836070;1148143303;4103936120;
98836070;4103936120;1148144066;
98836070;1148144066;1148143617;
98836070;1148143617;1148143358;
98836070;1148143358;1148143202;
98836070;1148143202;4103936119;
98836070;4103936119;1148228430;
98836070;1148228430;1148143817;
98836070;1148143817;4103936118;
98836070;4103936118;1148143505;
98836070;1148143505;1143318575;
98836070;1143318575;4103936117;
98836070;4103936117;1143316282;
98836070;1143316282;4103936116;
98836070;4103936116;1143317918;
98836070;1143317918;4103936115;
98836070;4103936115;1143318273;
98836070;1143318273;1143318444;
98836070;1143318444;4831300869;
98836070;4831300869;4103936114;
98836070;4103936114;4103936113;
98836070;4103936113;1143318774;
98836070;1143318774;1143317798;
98836070;1143317798;4103936112;
98836070;4103936112;4103936111;
98836070;4103936111;1143318152;
98836070;1143318152;4103936110;
98836070;4103936110;1143316743;
98836070;1143316743;1143317291;
98836070;1143317291;1143318609;
98836070;1143318609;4103936108;
98836070;4103936108;4103936106;
98836070;4103936106;4103936105;
98836070;4103936105;1143316354;
98836070;1143316354;4103936104;
98836070;4103936104;1143316316;
98836070;1143316316;1143316696;
98836070;1143316696;1143318290;
98836070;1143318290;1148143173;
98836070;1148143173;1143318592;
98836070;1143318592;1143317538;
98836070;1143317538;1143317935;
98836070;1143317935;1143316540;
98836070;1143316540;1143317017;
98836070;1143317017;1143317322;
98836070;1143317322;4103936091;
98836070;4103936091;1143317815;
98836070;1143317815;1163403648;
98836070;1163403648;1143316783;
98836070;1143316783;1163403454;
98836070;1163403454;1143318324;
98836070;1143318324;1143318626;
98836070;1143318626;4103936103;
98836070;4103936103;1148227886;
98836070;1148227886;1143317969;
98836070;1143317969;1143317952;
98836070;1143317952;4103936102;
98836070;4103936102;1143318307;
98836070;1143318307;4103936101;
98836070;4103936101;1143317049;
98836070;1143317049;1143317568;
98836070;1143317568;1143318810;
98836070;1143318810;4103936100;
98836070;4103936100;4103936099;
98836070;4103936099;4103936098;
98836070;4103936098;1143316557;
98836070;1143316557;1143317073;
98836070;1143317073;1164520544;
98836070;1164520544;1143318169;
98836070;1143318169;4103936097;
98836070;4103936097;1143318461;
98836070;1143318461;1143318643;
98836070;1143318643;4103936096;
98836070;4103936096;1143316429;
98836070;1143316429;1143317987;
98836070;1143317987;1143318341;
98836070;1143318341;4103936095;
98836070;4103936095;1143317105;
98836070;1143317105;4103936094;
98836070;4103936094;4103936093;
98836070;4103936093;1143317627;
98836070;1143317627;1143318845;
98836119;1147305063;1143316591;
99256756;1147305063;1148144212;
99256756;1148144212;4965877149;
99256756;4965877149;3175837334;
99256756;3175837334;1148143307;
99256756;1148143307;4831194155;
99256756;4831194155;1164520793;
99256756;1164520793;1145538908;
99272497;1148227963;1148228460;
99272497;1148228460;1148228585;
99272497;1148228585;1148228662;
