26057762;41.18099;-8.594048;-0.1499944;0.7187439;127;false
26057764;41.18093;-8.594225;-0.1499975;0.7187428;127;false
26057767;41.1807;-8.594481;-0.150002;0.7187388;127;false
26057769;41.1804;-8.5945;-0.1500023;0.7187336;127;false
26057772;41.18013;-8.59421;-0.1499972;0.7187288;127;false
26057774;41.18007;-8.593808;-0.1499902;0.7187277;127;false
26057776;41.18019;-8.593475;-0.1499844;0.7187299;124;false
26057801;41.18209;-8.593662;-0.1499877;0.7187632;117;false
26057803;41.1818;-8.59372;-0.1499887;0.718758;117;false
26057804;41.18167;-8.593835;-0.1499907;0.7187558;118;false
26057805;41.18152;-8.594352;-0.1499997;0.7187532;118;false
26057813;41.18152;-8.594508;-0.1500025;0.7187532;118;false
26057846;41.18001;-8.590476;-0.1499321;0.7187268;122;false
26057847;41.18047;-8.591652;-0.1499526;0.7187349;122;false
26057848;41.18056;-8.591769;-0.1499547;0.7187363;124;false
26057849;41.18085;-8.592094;-0.1499603;0.7187414;124;false
26057850;41.18124;-8.592369;-0.1499651;0.7187482;124;false
26057852;41.18219;-8.592838;-0.1499733;0.7187649;117;false
26057853;41.18035;-8.59204;-0.1499594;0.7187327;124;false
26057854;41.18017;-8.591809;-0.1499554;0.7187295;124;false
26057855;41.17968;-8.591738;-0.1499541;0.7187209;124;false
26057856;41.17944;-8.592082;-0.1499601;0.7187167;124;false
26057857;41.17948;-8.592642;-0.1499699;0.7187175;124;false
26057858;41.17976;-8.592906;-0.1499745;0.7187223;124;false
26122654;41.18156;-8.621898;-0.1504805;0.7187538;94;false
26122655;41.18163;-8.621669;-0.1504765;0.7187551;94;false
26122656;41.18155;-8.621271;-0.1504696;0.7187536;94;false
26122657;41.18135;-8.621083;-0.1504663;0.7187501;94;false
26122658;41.18111;-8.621108;-0.1504667;0.7187459;95;false
26122659;41.18092;-8.62128;-0.1504697;0.7187425;95;false
26122667;41.17986;-8.622005;-0.1504824;0.7187242;95;false
26122668;41.18023;-8.621749;-0.1504779;0.7187306;95;false
26122669;41.18054;-8.621345;-0.1504709;0.718736;95;false
26122670;41.18076;-8.620958;-0.1504641;0.7187397;95;false
26122672;41.18141;-8.620761;-0.1504607;0.7187513;89;false
26122673;41.1816;-8.621129;-0.1504671;0.7187545;94;false
26122674;41.18147;-8.620681;-0.1504593;0.7187522;89;false
26122675;41.18147;-8.620181;-0.1504505;0.7187522;89;false
26122676;41.18154;-8.619866;-0.150445;0.7187535;89;false
26122677;41.18201;-8.621868;-0.15048;0.7187617;94;false
26122678;41.18237;-8.622204;-0.1504858;0.7187679;94;false
26122700;41.18028;-8.62272;-0.1504948;0.7187315;95;false
26122708;41.1798;-8.625788;-0.1505484;0.7187231;94;false
26122712;41.18127;-8.620031;-0.1504479;0.7187487;89;false
26122715;41.1753;-8.593762;-0.1499895;0.7186445;126;false
26122716;41.17518;-8.594015;-0.1499939;0.7186425;126;false
26122717;41.17591;-8.593556;-0.1499858;0.7186552;128;false
26122718;41.17681;-8.593349;-0.1499822;0.7186709;128;false
26122719;41.1771;-8.593305;-0.1499815;0.718676;128;false
26122720;41.17999;-8.593001;-0.1499762;0.7187263;124;false
26122721;41.18055;-8.592943;-0.1499752;0.7187362;124;false
26122722;41.18153;-8.592938;-0.1499751;0.7187533;117;false
26122723;41.18218;-8.593025;-0.1499766;0.7187647;117;false
26122724;41.18289;-8.593184;-0.1499794;0.718777;117;false
26122725;41.18492;-8.59386;-0.1499911;0.7188125;108;false
26122727;41.18764;-8.594707;-0.1500059;0.71886;105;false
26122728;41.18824;-8.594745;-0.1500066;0.7188705;105;false
26122729;41.189;-8.594624;-0.1500045;0.7188836;105;false
26122730;41.1896;-8.594379;-0.1500002;0.7188941;103;false
26122731;41.19006;-8.594096;-0.1499953;0.7189021;103;false
26122732;41.19129;-8.592913;-0.1499746;0.7189236;115;false
26122734;41.19173;-8.592519;-0.1499677;0.7189313;112;false
26122738;41.19548;-8.589803;-0.1499203;0.7189968;105;false
26122739;41.19582;-8.589482;-0.1499147;0.7190028;114;false
26122740;41.19675;-8.588725;-0.1499015;0.719019;94;false
26122781;41.18406;-8.593787;-0.1499899;0.7187974;108;false
26122782;41.1828;-8.593388;-0.1499829;0.7187755;117;false
26122783;41.18219;-8.593245;-0.1499804;0.7187647;117;false
26122784;41.18077;-8.593171;-0.1499791;0.71874;124;false
26122785;41.1803;-8.593175;-0.1499792;0.7187319;124;false
26122786;41.17962;-8.593248;-0.1499805;0.71872;124;false
26122787;41.17712;-8.593508;-0.149985;0.7186763;128;false
26122788;41.17683;-8.593552;-0.1499858;0.7186712;128;false
26122789;41.17591;-8.593761;-0.1499894;0.7186552;126;false
26122790;41.18677;-8.594677;-0.1500054;0.7188447;108;false
26122791;41.18762;-8.594905;-0.1500094;0.7188596;105;false
26122792;41.18838;-8.594941;-0.15001;0.7188728;105;false
26122793;41.18898;-8.594833;-0.1500081;0.7188833;105;false
26122794;41.18962;-8.594582;-0.1500037;0.7188944;103;false
26122795;41.1903;-8.594134;-0.1499959;0.7189063;103;false
26122796;41.19112;-8.593347;-0.1499822;0.7189206;115;false
26122797;41.19194;-8.592611;-0.1499694;0.718935;112;false
26122798;41.19238;-8.592335;-0.1499645;0.7189427;112;false
26122799;41.19352;-8.591798;-0.1499552;0.7189626;112;false
26122800;41.1943;-8.59125;-0.1499456;0.7189762;105;false
26122801;41.19489;-8.590611;-0.1499344;0.7189864;105;false
26122802;41.19556;-8.589918;-0.1499224;0.7189983;105;false
26122803;41.19588;-8.589641;-0.1499175;0.7190037;79;false
111647989;41.17913;-8.652214;-0.1510096;0.7187113;83;false
111647995;41.17887;-8.65266;-0.1510174;0.7187068;83;true
111648002;41.17863;-8.653193;-0.1510267;0.7187027;83;false
111648004;41.17854;-8.653495;-0.151032;0.7187012;83;false
111648502;41.17821;-8.654667;-0.1510524;0.7186953;78;false
111649091;41.17817;-8.654757;-0.151054;0.7186947;78;false
112613531;41.1821;-8.64703;-0.1509191;0.7187633;85;false
112613532;41.18261;-8.64614;-0.1509036;0.7187721;85;false
112613533;41.18412;-8.642922;-0.1508474;0.7187985;90;false
112613538;41.18421;-8.642673;-0.1508431;0.7188001;90;false
112613540;41.18426;-8.64237;-0.1508378;0.7188009;90;true
112613542;41.18426;-8.642211;-0.150835;0.718801;90;false
112613546;41.18414;-8.641696;-0.1508261;0.7187988;90;false
112613556;41.17921;-8.632814;-0.150671;0.7187127;81;false
112613557;41.17912;-8.632622;-0.1506677;0.7187112;88;false
112613558;41.17909;-8.632429;-0.1506643;0.7187107;88;false
112613559;41.1791;-8.632188;-0.1506601;0.7187109;88;false
112613564;41.17962;-8.627315;-0.150575;0.71872;92;false
112613566;41.18008;-8.62368;-0.1505116;0.7187279;94;false
112613567;41.18032;-8.62259;-0.1504926;0.7187321;95;false
112613570;41.18042;-8.622195;-0.1504857;0.718734;95;false
112613574;41.1809;-8.62087;-0.1504626;0.7187423;95;false
112613581;41.18275;-8.61725;-0.1503994;0.7187747;97;false
112613584;41.18316;-8.613445;-0.150333;0.7187817;106;false
112613586;41.18324;-8.612714;-0.1503202;0.7187832;106;false
112613587;41.18331;-8.61248;-0.1503161;0.7187843;107;false
112613588;41.18341;-8.612226;-0.1503117;0.7187861;106;false
112613589;41.18375;-8.611374;-0.1502968;0.718792;106;false
112613590;41.1844;-8.609694;-0.1502675;0.7188034;98;false
112613592;41.18444;-8.609547;-0.1502649;0.7188042;98;false
112613593;41.1846;-8.608741;-0.1502509;0.7188069;98;false
112613594;41.18464;-8.608341;-0.1502439;0.7188075;98;false
112613595;41.18462;-8.607833;-0.150235;0.7188073;108;false
112613596;41.1846;-8.607355;-0.1502267;0.7188068;108;false
112613597;41.18451;-8.606876;-0.1502183;0.7188053;108;false
112613598;41.18422;-8.605578;-0.1501957;0.7188002;112;false
112613600;41.18383;-8.60378;-0.1501643;0.7187935;118;false
112613601;41.18373;-8.603294;-0.1501558;0.7187918;118;false
112613602;41.18329;-8.601301;-0.150121;0.718784;116;false
112613603;41.18244;-8.598184;-0.1500666;0.7187692;117;false
112613604;41.18178;-8.595735;-0.1500239;0.7187577;118;false
112613605;41.18143;-8.594648;-0.1500049;0.7187515;118;false
112613606;41.18102;-8.593636;-0.1499872;0.7187445;124;false
112613608;41.18059;-8.592617;-0.1499695;0.7187368;124;false
112613609;41.18007;-8.591228;-0.1499452;0.7187277;122;false
112613610;41.1799;-8.590665;-0.1499354;0.7187249;122;false
112613611;41.17974;-8.589876;-0.1499216;0.718722;122;false
112613612;41.17966;-8.589255;-0.1499108;0.7187207;124;false
112613613;41.1796;-8.588326;-0.1498946;0.7187195;124;false
112613614;41.17958;-8.587519;-0.1498805;0.7187192;124;false
112613616;41.17968;-8.586929;-0.1498702;0.7187209;132;false
112613618;41.17984;-8.586431;-0.1498615;0.7187238;132;false
112613620;41.17999;-8.586136;-0.1498563;0.7187265;132;false
112613621;41.18075;-8.584995;-0.1498364;0.7187396;134;true
112613622;41.18116;-8.584403;-0.1498261;0.7187468;134;false
112613623;41.18123;-8.584269;-0.1498238;0.7187481;134;false
112613625;41.18127;-8.584098;-0.1498208;0.7187487;144;false
112613626;41.18127;-8.58392;-0.1498177;0.7187487;144;false
112613628;41.18102;-8.583324;-0.1498073;0.7187445;141;false
112613629;41.18093;-8.583132;-0.1498039;0.7187428;141;false
112613631;41.18056;-8.582391;-0.149791;0.7187364;141;false
112613633;41.18038;-8.581561;-0.1497765;0.7187332;141;false
112613634;41.1804;-8.581445;-0.1497745;0.7187337;141;false
112613635;41.18069;-8.578376;-0.1497209;0.7187387;140;false
112613636;41.1809;-8.576612;-0.1496901;0.7187423;121;false
112617111;41.1809;-8.576366;-0.1496858;0.7187423;121;false
112617112;41.18086;-8.576194;-0.1496828;0.7187416;121;false
112617113;41.18079;-8.575975;-0.149679;0.7187405;121;false
112617114;41.18057;-8.575539;-0.1496714;0.7187366;121;false
112617115;41.18003;-8.574344;-0.1496505;0.7187272;110;false
112617116;41.17998;-8.574102;-0.1496463;0.7187263;110;false
112617117;41.17996;-8.573798;-0.149641;0.7187259;110;false
112617118;41.17997;-8.572558;-0.1496194;0.718726;101;false
112617119;41.17996;-8.572196;-0.149613;0.7187259;101;false
112617120;41.17991;-8.571475;-0.1496005;0.7187251;101;false
112617121;41.17973;-8.571087;-0.1495937;0.7187219;101;false
112617122;41.17963;-8.570975;-0.1495917;0.7187201;101;false
112617123;41.17963;-8.570802;-0.1495887;0.7187202;91;false
112627996;41.18224;-8.618578;-0.1504226;0.7187657;97;false
112627997;41.18179;-8.619308;-0.1504353;0.7187577;89;false
112627998;41.18141;-8.619991;-0.1504472;0.7187511;89;false
112627999;41.18087;-8.621227;-0.1504688;0.7187418;95;false
112628000;41.18066;-8.621902;-0.1504806;0.7187381;95;false
112630797;41.18131;-8.620588;-0.1504577;0.7187494;89;false
112631533;41.18145;-8.620421;-0.1504547;0.7187518;89;false
112636626;41.1813;-8.622113;-0.1504843;0.7187493;94;false
112636627;41.18146;-8.622024;-0.1504827;0.718752;94;false
112636630;41.18163;-8.621502;-0.1504736;0.718755;94;false
112636633;41.18148;-8.621183;-0.150468;0.7187525;94;false
112636636;41.18123;-8.621074;-0.1504661;0.7187481;95;false
112636640;41.18101;-8.621151;-0.1504675;0.7187442;95;false
112637633;41.17973;-8.622059;-0.1504833;0.7187219;95;false
112637635;41.18008;-8.621881;-0.1504802;0.7187279;95;false
112637638;41.1804;-8.621549;-0.1504744;0.7187337;95;false
112640152;41.18274;-8.622414;-0.1504895;0.7187743;94;false
112651985;41.1798;-8.588835;-0.1499034;0.7187231;124;false
112651987;41.17986;-8.589539;-0.1499157;0.7187241;124;false
112651988;41.17992;-8.589999;-0.1499238;0.7187251;122;false
112651991;41.18074;-8.592571;-0.1499687;0.7187394;124;false
112651992;41.18112;-8.593495;-0.1499848;0.7187461;124;false
112651993;41.18181;-8.595385;-0.1500178;0.7187582;118;false
112651994;41.18238;-8.597376;-0.1500525;0.7187681;123;false
112651995;41.18346;-8.601417;-0.150123;0.7187871;125;false
112651997;41.18458;-8.606362;-0.1502094;0.7188065;108;false
112651999;41.18468;-8.606904;-0.1502188;0.7188083;108;false
112652000;41.18474;-8.607392;-0.1502273;0.7188093;108;false
112652001;41.18476;-8.607854;-0.1502354;0.7188097;108;false
112652002;41.18474;-8.60846;-0.150246;0.7188094;98;false
112652003;41.18459;-8.609452;-0.1502633;0.7188067;98;false
112652004;41.18455;-8.609679;-0.1502672;0.718806;98;false
112652006;41.18437;-8.610345;-0.1502789;0.7188028;98;false
112652009;41.18417;-8.610888;-0.1502883;0.7187993;106;false
112652011;41.18367;-8.612095;-0.1503094;0.7187907;106;false
112652012;41.18353;-8.612453;-0.1503157;0.7187883;106;false
112652014;41.18341;-8.612769;-0.1503212;0.7187861;101;false
112652015;41.18333;-8.613437;-0.1503328;0.7187846;106;false
112652017;41.18291;-8.617283;-0.1504;0.7187775;97;false
112652018;41.18287;-8.617503;-0.1504038;0.7187767;97;false
112652019;41.18274;-8.617751;-0.1504081;0.7187744;97;false
112652825;41.18039;-8.593307;-0.1499815;0.7187334;124;false
112652828;41.18011;-8.593616;-0.1499869;0.7187285;124;false
112652829;41.18007;-8.594017;-0.1499939;0.7187278;127;false
112652830;41.18024;-8.594382;-0.1500003;0.7187307;127;false
112652831;41.18057;-8.594522;-0.1500027;0.7187366;127;false
112652832;41.18076;-8.594442;-0.1500013;0.7187399;127;false
112652833;41.18097;-8.594143;-0.1499961;0.7187434;127;false
112652932;41.18095;-8.593472;-0.1499844;0.7187431;124;false
112653406;41.17961;-8.59281;-0.1499728;0.7187197;124;false
112653914;41.17953;-8.591872;-0.1499565;0.7187185;124;false
112653915;41.17941;-8.592318;-0.1499642;0.7187162;124;false
112654450;41.18004;-8.591718;-0.1499538;0.7187272;124;false
112654452;41.17983;-8.591682;-0.1499531;0.7187236;124;false
112664262;41.17947;-8.570313;-0.1495802;0.7187173;91;false
112664265;41.17973;-8.570773;-0.1495882;0.7187218;91;false
112664269;41.17986;-8.57098;-0.1495918;0.7187242;101;false
112664272;41.17995;-8.571165;-0.1495951;0.7187258;101;false
112664273;41.18004;-8.571421;-0.1495995;0.7187272;101;false
112664274;41.18009;-8.571658;-0.1496036;0.7187281;101;false
112664275;41.1801;-8.571943;-0.1496086;0.7187284;101;false
112664276;41.18009;-8.57379;-0.1496409;0.7187281;110;false
112664279;41.18012;-8.574098;-0.1496462;0.7187287;110;false
112664281;41.18016;-8.574291;-0.1496496;0.7187294;110;false
112664283;41.18023;-8.57449;-0.1496531;0.7187306;110;false
112664284;41.1809;-8.575901;-0.1496777;0.7187423;121;false
112664285;41.18098;-8.576142;-0.1496819;0.7187436;121;false
112664287;41.18102;-8.576431;-0.149687;0.7187443;121;false
112664292;41.18102;-8.576563;-0.1496893;0.7187444;121;false
112664296;41.18055;-8.581528;-0.1497759;0.7187362;141;false
112664298;41.18055;-8.581619;-0.1497775;0.7187362;141;false
112664300;41.18059;-8.581986;-0.1497839;0.7187368;141;false
