1;629;144
2;621;144
3;649;109
4;650;102
5;626;162
6;648;167
7;657;168
8;661;168
9;648;157
10;648;176
11;636;171
12;647;189
13;591;142
14;593;125
15;557;135
16;555;124
17;537;141
18;539;150
19;560;147
20;536;136
21;588;115
22;590;117
23;633;110
24;637;100
25;561;113
26;541;169
27;565;173
28;558;102
29;627;135
30;631;124
31;620;153
32;613;159
33;563;169
34;566;171
35;527;110
36;669;122
37;703;133
38;696;130
39;693;141
40;681;138
41;676;141
42;675;147
43;675;152
44;713;146
45;717;132
46;728;132
47;730;150
48;728;127
49;720;122
50;702;117
51;685;130
52;670;133
53;668;145
54;665;152
55;749;132
56;734;132
57;736;106
58;750;155
59;739;152
60;752;155
61;722;117
62;741;91
63;498;204
64;500;204
65;514;203
66;517;204
67;520;205
68;552;217
69;555;219
70;559;222
71;565;229
72;568;231
73;580;240
74;582;241
75;603;252
76;604;253
77;635;242
78;624;239
79;624;244
80;616;239
81;616;247
82;662;244
83;675;249
84;719;238
85;744;236
86;754;235
87;763;235
88;767;235
89;775;237
90;781;239
91;798;248
92;532;209
93;670;131
94;674;123
95;676;117
96;660;159
97;506;117
98;522;111
99;526;110
100;526;164
101;516;159
102;514;158
103;567;189
104;592;185
105;520;153
106;688;119
107;634;191
108;675;126
109;675;125
110;707;163
111;702;177
112;732;170
113;733;183
114;745;174
115;765;158
116;613;195
117;631;189
118;596;201
119;616;226
120;661;199
121;628;227
122;574;161
123;575;159
124;585;160
125;586;161
126;588;166
127;599;175
128;606;176
129;607;176
130;654;205
131;652;202
132;721;212
133;738;195
134;718;220
135;718;193
136;752;184
137;728;185
138;727;186
139;727;186
140;711;198
141;702;203
142;737;189
143;559;79
144;578;83
145;533;138
146;526;165
147;529;194
148;527;193
149;524;193
150;522;192
151;520;178
152;521;175
153;486;198
154;628;187
155;622;182
156;632;170
157;636;197
158;634;192
159;634;198
160;680;209
161;669;213
162;666;218
163;666;218
164;716;225
165;712;229
166;706;231
167;703;231
168;698;230
169;682;222
170;689;202
171;690;220
172;740;227
173;688;224
174;684;173
175;677;171
176;781;167
177;773;174
178;766;178
179;624;237
180;485;197
181;488;198
182;568;169
183;572;168
184;617;175
185;585;165
186;610;163
187;563;173
188;677;105
189;676;163
190;686;169
191;677;165
192;658;151
193;623;197
194;634;193
195;631;202
196;619;213
197;617;217
198;615;220
199;614;221
200;613;222
201;610;224
202;608;225
203;606;225
204;603;225
205;600;224
206;597;223
207;595;223
208;616;229
209;613;230
210;611;231
211;606;234
212;595;248
213;601;239
214;606;250
215;604;249
216;598;243
217;600;203
218;668;231
219;530;79
220;615;127
221;593;153
222;588;167
223;621;142
224;617;130
225;617;166
226;619;160
227;681;277
228;678;117
229;675;106
230;680;126
231;690;138
232;785;158
233;513;157
234;703;103
235;707;106
236;708;107
237;709;109
238;709;110
239;709;111
240;709;112
241;708;113
242;707;114
243;670;117
244;673;124
245;670;107
246;592;153
247;530;80
248;529;85
249;529;86
250;539;111
251;704;122
252;701;129
253;699;125
254;657;146
255;659;146
256;666;146
257;668;147
258;671;158
259;689;175
260;694;165
261;689;163
262;706;166
263;634;178
264;612;196
265;614;202
266;614;222
267;614;205
268;618;202
269;620;202
270;626;200
271;610;219
272;604;219
273;624;209
274;619;202
275;613;209
276;596;214
277;610;217
278;600;230
279;598;229
280;595;217
281;612;227
282;608;228
283;604;237
284;585;220
285;574;227
286;581;230
287;582;231
288;586;220
289;594;209
290;580;188
291;583;188
292;583;189
293;585;197
294;559;220
295;578;236
296;568;229
297;567;193
298;574;189
299;555;208
300;553;207
301;559;210
302;570;223
303;567;213
304;557;218
305;506;196
306;507;197
307;515;198
308;519;197
309;524;196
310;527;197
311;528;198
312;528;199
313;533;203
314;532;204
315;530;203
316;529;204
317;533;208
318;536;209
319;539;210
320;543;212
321;627;207
322;629;208
323;631;209
324;632;210
325;634;212
326;665;211
327;626;196
328;627;200
329;655;221
330;662;224
331;664;227
332;657;238
333;658;207
334;655;207
335;653;208
336;651;209
337;651;209
338;650;218
339;651;210
340;633;227
341;639;240
342;653;242
343;648;230
344;729;184
345;548;215
346;638;143
347;658;138
348;640;143
349;659;143
350;658;145
351;662;132
352;666;140
353;611;112
354;600;113
355;661;139
356;649;140
357;570;226
358;550;205
359;555;172
360;635;101
361;670;120
362;723;103
363;584;219
364;531;242
365;569;287
366;559;277
367;550;263
368;530;251
369;536;246
370;566;285
371;531;253
372;562;281
373;669;236
374;525;245
375;522;238
376;568;286
377;655;238
378;558;274
379;666;219
380;526;245
381;527;239
382;555;267
383;535;246
384;541;252
385;651;236
386;516;235
387;661;217
388;556;269
389;528;247
390;657;220
391;545;257
392;546;259
393;528;248
394;564;170
395;565;170
396;565;172
397;676;141
398;595;176
399;593;181
400;681;247
401;697;233
402;688;225
403;686;231
404;675;175
405;670;248
406;707;144
407;676;153
408;707;144
409;673;153
410;675;153
411;700;160
412;602;247
413;602;229
414;611;223
415;614;226
416;595;247
417;571;232
418;533;209
419;625;163
420;640;163
421;628;162
422;647;166
423;638;167
424;638;163
425;567;170
426;567;171
427;565;173
428;571;167
429;581;166
430;566;172
431;639;164
432;583;165
433;568;170
434;640;164
435;573;168
436;571;167
437;570;169
438;608;172
439;663;203
440;675;205
441;683;200
442;663;199
443;688;193
444;682;191
445;669;190
446;679;190
447;523;106
448;529;142
449;612;157
450;608;157
451;707;109
452;551;204
453;551;203
454;551;202
455;552;201
456;553;200
457;553;199
458;555;198
459;559;197
460;564;195
461;566;194
462;661;155
463;679;221
464;677;226
465;731;238
466;740;228
467;737;230
468;733;229
469;731;229
470;696;210
471;700;202
472;566;180
473;527;194
474;482;195
475;567;186
476;583;166
477;567;187
478;586;166
479;567;183
480;566;179
481;590;176
482;565;177
483;700;189
484;746;221
485;701;231
486;692;220
487;602;210
488;658;150
489;667;138
490;671;134
491;661;134
492;671;122
493;683;222
494;633;190
495;634;189
496;582;188
497;667;186
498;617;176
499;619;176
500;608;175
501;616;175
502;620;175
503;623;170
504;568;168
505;624;168
506;609;163
507;674;161
508;672;159
509;615;158
510;613;159
511;613;158
512;679;153
513;665;152
514;658;151
515;666;148
516;666;148
517;659;147
518;666;147
519;658;147
520;660;145
521;655;145
522;655;144
523;661;138
524;543;205
525;567;189
526;567;188
527;564;175
528;562;174
529;564;174
530;561;114
531;586;109
532;558;104
533;570;217
534;570;216
535;685;206
536;576;158
537;571;158
538;574;158
539;576;159
540;574;157
541;573;157
542;574;160
543;577;159
544;681;277
545;673;249
546;669;236
547;669;236
548;669;236
549;668;231
550;576;235
551;570;233
552;571;232
553;739;229
554;566;228
555;566;227
556;594;206
557;593;206
558;591;205
559;595;206
560;589;205
561;597;203
562;599;203
563;533;202
564;506;197
565;529;193
566;529;193
567;730;188
568;729;188
569;728;187
570;764;180
571;689;174
572;784;164
573;524;163
574;522;162
575;521;161
576;516;161
577;517;160
578;514;160
579;670;134
580;605;122
581;612;122
582;605;121
583;612;120
584;601;120
585;601;120
586;605;120
587;600;119
588;612;119
589;611;119
590;612;119
591;612;118
592;600;115
593;611;114
594;526;108
595;543;213
596;536;211
597;553;172
598;698;223
599;695;222
600;701;224
601;698;223
602;728;184
603;676;210
604;620;166
605;612;165
606;657;184
607;627;245
608;675;108
609;674;106
610;674;106
611;673;105
612;604;175
613;594;179
614;608;163
615;599;174
616;599;174
617;616;174
618;619;193
619;627;190
620;623;190
621;619;192
622;624;190
623;624;189
624;623;191
625;628;189
626;628;187
627;627;190
628;628;189
629;628;189
630;667;169
631;588;165
632;589;163
633;686;136
634;682;131
635;767;151
636;777;150
637;782;154
638;755;156
639;691;219
640;738;188
641;735;188
642;735;188
643;740;188
644;735;188
645;730;187
646;729;188
647;741;188
648;735;186
649;542;181
650;543;181
651;544;180
652;541;181
653;541;180
654;541;180
655;541;179
656;705;178
657;702;177
658;543;176
659;544;176
660;544;173
661;546;172
662;547;170
663;661;189
664;676;163
665;699;142
666;675;181
667;688;164
668;674;181
669;684;164
670;672;159
671;679;180
672;686;163
673;664;188
674;688;156
675;710;119
676;676;158
677;678;209
678;689;178
679;688;179
680;691;209
681;688;209
682;689;178
683;680;209
684;675;202
685;671;212
686;683;220
687;679;227
688;675;225
689;673;234
690;673;226
691;684;219
692;693;209
693;690;237
694;692;236
695;686;238
696;695;234
697;652;239
698;633;227
699;638;223
700;658;218
701;660;204
702;661;235
703;666;245
704;658;219
705;638;223
706;659;237
707;664;230
708;664;244
709;661;220
710;644;221
711;634;226
712;660;203
713;630;227
714;656;213
715;658;237
716;658;220
717;648;220
718;656;215
719;637;224
720;663;233
721;665;228
722;657;216
723;635;225
724;641;222
725;640;222
726;638;223
727;667;246
728;662;234
729;646;221
730;645;221
731;652;239
732;657;218
733;650;224
734;653;222
735;648;225
736;659;220
737;652;223
738;660;220
739;662;223
740;659;223
741;651;227
742;657;243
743;637;230
744;635;226
745;637;229
746;654;243
747;636;228
748;637;229
749;636;228
750;654;207
751;639;231
752;658;209
753;656;212
754;665;215
755;667;222
756;673;248
757;641;240
758;624;244
759;622;239
760;623;246
761;624;246
762;623;247
763;600;245
764;615;243
765;615;246
766;667;221
767;667;221
768;667;221
769;658;201
770;701;204
771;670;190
772;677;189
773;667;188
774;668;188
775;667;188
776;664;189
777;662;190
778;661;189
779;700;188
780;696;195
781;700;190
782;700;190
783;700;189
784;696;196
785;700;189
786;699;188
787;699;204
788;699;191
789;696;196
790;697;193
791;700;203
792;698;193
793;696;194
794;700;204
795;696;195
796;651;200
797;645;190
798;647;194
799;647;193
800;647;192
801;649;197
802;648;189
803;616;238
804;623;220
805;627;227
806;623;226
807;627;226
808;628;227
809;628;226
810;627;227
811;628;227
812;629;226
813;628;226
814;610;220
815;611;221
816;597;245
817;599;235
818;599;235
819;597;230
820;596;240
821;597;239
822;594;230
823;598;230
824;591;233
825;593;231
826;593;230
827;593;233
828;591;233
829;593;233
830;593;231
831;593;230
832;593;230
833;593;233
834;589;234
835;589;234
836;592;232
837;592;232
838;591;233
839;593;233
840;591;233
841;592;232
842;589;234
843;593;233
844;591;233
845;588;234
846;591;233
847;592;233
848;591;233
849;593;233
850;592;232
851;589;234
852;592;232
853;592;231
854;593;233
855;593;233
856;592;233
857;592;232
858;594;233
859;594;233
860;593;230
861;592;232
862;584;220
863;583;227
864;584;228
865;581;225
866;586;230
867;585;229
868;581;224
869;583;227
870;587;231
871;581;225
872;595;227
873;585;222
874;587;219
875;596;227
876;595;227
877;585;222
878;592;222
879;592;222
880;594;222
881;594;224
882;595;221
883;595;218
884;594;222
885;594;224
886;594;219
887;593;223
888;591;222
889;595;219
890;594;224
891;594;224
892;595;219
893;594;218
894;595;219
895;595;219
896;591;222
897;592;222
898;592;222
899;593;223
900;594;222
901;591;222
902;594;224
903;592;222
904;592;222
905;592;222
906;595;224
907;592;222
908;594;219
909;595;219
910;591;213
911;594;219
912;594;219
913;587;219
914;587;219
915;587;219
916;587;220
917;587;220
918;587;220
919;587;220
920;604;208
921;604;207
922;604;207
923;604;207
924;604;207
925;604;206
926;601;203
927;601;202
928;604;206
929;601;203
930;601;203
931;601;203
932;602;202
933;613;198
934;613;197
935;615;200
936;613;196
937;614;198
938;615;199
939;613;196
940;616;199
941;613;196
942;615;199
943;615;199
944;615;199
945;614;199
946;614;201
947;615;200
948;615;199
949;614;199
950;615;200
951;613;196
952;615;202
953;615;202
954;615;201
955;615;202
956;632;189
957;631;189
958;603;201
959;634;191
960;615;194
961;636;191
962;692;230
963;694;228
964;710;230
965;729;228
966;725;231
967;748;226
968;747;222
969;749;225
970;725;227
971;722;226
972;727;226
973;747;227
974;749;225
975;747;223
976;748;223
977;748;224
978;748;226
979;730;226
980;715;227
981;699;243
982;692;221
983;692;220
984;692;220
985;692;220
986;692;220
987;692;221
988;692;220
989;588;234
990;593;230
991;717;220
992;700;216
993;700;215
994;701;216
995;699;213
996;712;218
997;713;218
998;712;219
999;712;219
1000;699;214
1001;712;219
1002;695;212
1003;699;213
1004;700;216
1005;713;218
1006;695;213
1007;699;214
1008;696;211
1009;701;213
1010;712;218
1011;719;217
1012;713;215
1013;698;215
1014;699;215
1015;699;214
1016;699;215
1017;701;213
1018;700;213
1019;700;213
1020;701;213
1021;700;213
1022;699;215
1023;699;214
1024;698;216
1025;700;213
1026;701;213
1027;700;213
1028;699;215
1029;700;212
1030;698;216
1031;699;215
1032;699;216
1033;700;214
1034;701;213
1035;736;218
1036;747;222
1037;750;220
1038;730;210
1039;743;206
1040;728;211
1041;729;211
1042;727;214
1043;727;198
1044;727;198
1045;727;197
1046;523;165
1047;517;171
1048;519;172
1049;518;184
1050;674;125
1051;667;136
1052;666;148
1053;659;147
1054;700;188
1055;691;180
1056;693;181
1057;690;179
1058;681;179
1059;680;180
1060;680;180
1061;674;177
1062;658;182
1063;655;189
1064;657;187
1065;655;181
1066;657;180
1067;655;180
1068;656;180
1069;656;180
1070;657;180
1071;654;186
1072;658;181
1073;653;189
1074;659;177
1075;658;178
1076;656;178
1077;656;178
1078;655;177
1079;664;155
1080;657;179
1081;662;163
1082;658;154
1083;657;179
1084;658;178
1085;658;162
1086;647;176
1087;648;164
1088;647;165
1089;647;165
1090;648;164
1091;648;164
1092;648;164
1093;646;165
1094;648;163
1095;640;163
1096;625;190
1097;624;190
1098;624;190
1099;631;171
1100;631;170
1101;631;171
1102;631;171
1103;631;171
1104;631;171
1105;632;170
1106;629;170
1107;629;170
1108;628;170
1109;628;170
1110;618;179
1111;617;178
1112;620;181
1113;619;180
1114;617;176
1115;618;180
1116;615;194
1117;618;180
1118;618;180
1119;616;182
1120;617;181
1121;617;181
1122;614;193
1123;619;181
1124;616;194
1125;616;194
1126;614;195
1127;617;177
1128;614;194
1129;614;194
1130;614;193
1131;619;181
1132;618;180
1133;618;179
1134;614;195
1135;615;194
1136;617;181
1137;615;194
1138;608;197
1139;607;197
1140;595;175
1141;595;175
1142;595;175
1143;595;175
1144;616;175
1145;609;175
1146;610;174
1147;619;175
1148;599;175
1149;594;175
1150;597;175
1151;595;175
1152;610;174
1153;608;173
1154;595;175
1155;608;175
1156;605;176
1157;608;174
1158;609;174
1159;594;175
1160;609;174
1161;608;173
1162;608;173
1163;595;206
1164;596;202
1165;596;202
1166;595;201
1167;598;203
1168;572;186
1169;566;177
